,Timestamp,Username,VideoID,Comment,Date,Lang
18,2024-10-06T15:12:35Z,@몽몽-v2y,yss4rIrHl6o,사랑해❤,2024-10-06T15:12:35Z,ko
19,2024-10-06T14:26:09Z,@nobody02022,yss4rIrHl6o,이상하게 월래 시끄러운 노래 안좋아하는데 애들 목소리 왜케 치유 데요...,2024-10-06T14:26:09Z,ko
20,2024-10-06T14:19:25Z,@ventichan2102,yss4rIrHl6o,Best group ever,2024-10-06T14:19:25Z,en
21,2024-10-06T13:50:22Z,@nestheamarinava4654,yss4rIrHl6o,DAY6 I WILL ALWAYS LOVE YOU,2024-10-06T13:50:22Z,en
22,2024-10-06T12:31:33Z,@LukaPages-z4f,yss4rIrHl6o,This song reminds me of anime named ‘Given’ a lot,2024-10-06T12:31:33Z,en
23,2024-10-06T08:30:29Z,@TheJourney0915,yss4rIrHl6o,Happy 11M!!!,2024-10-06T08:30:29Z,en
24,2024-10-06T04:40:06Z,@ainnatasya1965,yss4rIrHl6o,YEY FINALLY CAN SEE DAY 6 LIVE in KL 🤍,2024-10-06T04:40:06Z,en
25,2024-10-06T04:39:35Z,@nradrena,yss4rIrHl6o,Finally can see Day6 live in KL 🤍🩵🩵🩵🩵🤍🤍🤍🤍🩶🩶🩶🩶,2024-10-06T04:39:35Z,en
26,2024-10-06T03:44:41Z,@dkdsw,yss4rIrHl6o,"너무 좋은거 아니야?
DAY6 중에서 너무 좋다!!",2024-10-06T03:44:41Z,ko
27,2024-10-06T03:14:09Z,@Littevu,yss4rIrHl6o,Day6 tienen una escencia que nadie puede igualar y cada cancion es realmente buena,2024-10-06T03:14:09Z,es
28,2024-10-05T17:55:42Z,@ao2-dkdhdl,yss4rIrHl6o,누가 자꾸 녹아버려요로 검색하냐..!!,2024-10-05T17:55:42Z,ko
29,2024-10-05T02:51:11Z,@goyimy5042,yss4rIrHl6o,"I love you so much Day6. I'm a MyDay since 2018 🥹
Please come to Mexico before I die. I'll wait for you FOREVER 🩵",2024-10-05T02:51:11Z,en
30,2024-10-05T02:29:40Z,@Grace-es3fz,yss4rIrHl6o,지나가는 행인입니다. 3-40대 저희 부부부터 60대 저희 부모님도 데이식스 노래는 즐겨듣고 있어요. 더 좋은 노래 신나고 희망적인 노래 많이 만들어주세요 :),2024-10-05T02:29:40Z,ko
31,2024-10-04T21:48:42Z,@bu.be.ba2222,yss4rIrHl6o,"i feel the same for you, it's mutual",2024-10-04T21:48:42Z,en
32,2024-10-04T21:12:54Z,@vell2994,yss4rIrHl6o,"Super mario kart 9



I personally don't like their abba/ anime intro side",2024-10-04T21:19:00Z,en
33,2024-10-04T15:14:11Z,@Duck_Duck,yss4rIrHl6o,데이식스 노래라곤 예뻤어와 한페이지가 될수 있게만 아는 사람인데 이번에 나온 노래3개다 너무 잘 뽑았다.. 뮤비랑 노래 다 너무 내 취향.. 아 그리고 원필님 일찐에게 찍혔을때3 잘봤어요 ㅋㅋㅋ 오랜만에 다시 보니깐 더 재밌네요❤,2024-10-04T15:16:39Z,ko
34,2024-10-04T09:32:41Z,@Linkook-Ambrosia,yss4rIrHl6o,Thank your very much DAY6.,2024-10-04T09:32:41Z,en
35,2024-10-04T06:20:57Z,@nanami2384,yss4rIrHl6o,2:31 원필아~~ 마데들 줄을 작전이야ㅑㅑ,2024-10-04T06:20:57Z,ko
36,2024-10-04T06:17:34Z,@nanami2384,yss4rIrHl6o,"2:15 This is so beautiful. I dont know how to express how beautiful this makes me feel. 

Day6 makes you feel loved hugged swallowed in too many different emotions. Some you don't even realize before listening to their music. So beautiful. I hope I can express how beautiful every part, every song they have..",2024-10-04T06:18:51Z,en
37,2024-10-04T03:23:05Z,@hansonga,yss4rIrHl6o,중3 울 아들이 제일 좋아하는 가수들입니다. 광주광역시에도 콘서트 꼭 와주세요.,2024-10-04T03:23:05Z,ko
38,2024-10-03T17:34:57Z,@N1kki818,yss4rIrHl6o,Which songs will you suggest to a non fan?,2024-10-03T17:34:57Z,en
39,2024-10-04T08:02:42Z,@krongkarnchaichana1469,yss4rIrHl6o,"Their representative songs such as you were beautiful, time of our live and welcome to the show. These songs are different enough to show their wide range of discography.",2024-10-04T08:02:42Z,en
40,2024-10-08T06:42:16Z,@TakittixD,yss4rIrHl6o,I would recommend international fans favourites: shoot me and zombie,2024-10-08T06:42:16Z,en
41,2024-10-03T13:33:43Z,@Dangdang-dang,yss4rIrHl6o,녹아내리는 내마음,2024-10-03T13:33:43Z,ko
42,2024-10-03T10:38:43Z,@Ilovethemsomuch,yss4rIrHl6o,미치겠네,2024-10-03T10:38:43Z,ko
43,2024-10-03T08:49:07Z,@68er-df2Kf1zG9z_pA잜alalOonfH,yss4rIrHl6o,"데이식스 팬은아닌데
요즘 역주행추세인가요?",2024-10-03T08:49:07Z,ko
44,2024-10-03T07:36:33Z,@김기석-w7o,yss4rIrHl6o,🎉🎉,2024-10-03T07:36:33Z,Other
45,2024-10-03T07:01:02Z,@릴링AN엥,yss4rIrHl6o,"고생했어 이 말.맘이 녹는다☃️
눈물 날꺼 같애.😭DAY6️⃣.",2024-10-03T07:01:02Z,ko
46,2024-10-03T03:23:37Z,@Reven-m5p,yss4rIrHl6o,"역주행이 운이 아니었음을 증명해내는..
JYP 요즘 너무 행복하실듯",2024-10-03T03:23:37Z,ko
47,2024-10-03T01:13:50Z,@imwinter13,yss4rIrHl6o,1등 할만하네요 👍👍 (하루만 늦게 내주지 ㅠㅠ),2024-10-03T01:14:13Z,ko
48,2024-10-02T20:27:54Z,@happy21ksh,yss4rIrHl6o,"나이 마흔이 넘어 따라 부르는 유일한 요즘 노래🎵  성진, 영케이, 원필, 도운 덕에 폴란드 사는 이 아줌 마음 ❤️ 녹아 내려요~~~~데식이들에게 입덕해요❤",2024-10-02T20:29:47Z,ko
49,2024-10-02T16:00:45Z,@よるです,yss4rIrHl6o,ミセス好きな人とかにハマりそうなのに日本で人気出ないのまじで謎だな,2024-10-02T16:00:45Z,ja
50,2024-10-02T13:18:11Z,@shellyou789,yss4rIrHl6o,❤,2024-10-02T13:18:11Z,Other
51,2024-10-02T04:26:10Z,@앙이-n4x,yss4rIrHl6o,"이거 십사는 전 노래라니..❤😂😢😢😢







❤",2024-10-02T04:26:10Z,ko
52,2024-10-02T04:17:29Z,@jeonalin808,yss4rIrHl6o,ㅇㄴ 처음부터 내 귀 강타하는 강렬한 사운드인데 ㅋㅋ 어떻게 하면 후렴 부분이 더 세냐 진짜 미치겠다 노래 너무 좋음,2024-10-02T04:17:29Z,ko
53,2024-10-01T17:41:44Z,@NEO_on,yss4rIrHl6o,"루시, 데이식스, 큐떱 노래 들으면서 생각하는건데 노래는 밴드가 맞음",2024-10-01T17:41:44Z,ko
54,2024-10-02T04:54:34Z,@Lukas_Lucasx,yss4rIrHl6o,인정요 밴드 노래가 근본,2024-10-02T04:54:34Z,ko
55,2024-10-01T13:14:59Z,@shellyou789,yss4rIrHl6o,❤,2024-10-01T13:14:59Z,Other
56,2024-10-01T11:16:58Z,@dhsmfu1552,yss4rIrHl6o,"데이식스 노래 좋은거 많네.늦게 알게된 데이식스, 왜 진작에 몰랐을까?숨겨진 보석을 발견한 느낌.흙속의 진주를 발견한 느낌.오래오래 반짝반짝  빛나고 흥해라.",2024-10-06T06:54:43Z,ko
57,2024-10-01T06:49:16Z,@darishinimanirajan8346,yss4rIrHl6o,I want to go to their concert!!💜,2024-10-01T06:49:16Z,en
58,2024-10-01T05:57:20Z,@쟌이파더,yss4rIrHl6o,헝….영케이 잘생겨썽,2024-10-01T05:57:20Z,ko
59,2024-10-01T01:43:03Z,@babycheramy,yss4rIrHl6o,Looks like the opening theme song for My Hero Academia.,2024-10-01T01:43:03Z,en
60,2024-10-01T01:41:10Z,@보연김-s6y,yss4rIrHl6o,"남자는 악기 앞에서 제일 섹시하구나,,",2024-10-01T01:41:10Z,ko
61,2024-09-30T14:26:31Z,@LilyJin_Morrow,yss4rIrHl6o,"My dude finally win at music show program, 1000 percent deserve that shitttt long time ago",2024-09-30T14:26:31Z,en
62,2024-09-30T13:33:32Z,@名無し-g1r3y,yss4rIrHl6o,"ほんとに最高すぎるよ😭😭
pakおめでとうございます",2024-09-30T13:33:32Z,ja
63,2024-09-30T09:31:09Z,@yuln3990,yss4rIrHl6o,이 노래 기억상 들은 적은 없는데 알고있어서 각잡고 들으러 왔는데 진짜 개좋다  요즘들어 데이식스 노래 많이 듣는데 노래 너무 취향임,2024-09-30T09:31:09Z,ko
64,2024-09-30T06:50:29Z,@taiykutasi,yss4rIrHl6o,Super duper🎉🎉,2024-09-30T06:50:29Z,id
65,2024-09-29T22:26:46Z,@nurulhasanah-j1u,yss4rIrHl6o,"Day6 fighting, lagunya bagus",2024-09-29T22:26:46Z,tl
66,2024-09-29T17:36:32Z,@ekaputripspsr,yss4rIrHl6o,Luvvvv bgtttt,2024-09-29T17:36:32Z,sv
67,2024-09-29T17:36:24Z,@ekaputripspsr,yss4rIrHl6o,Luvvvv bgtttt,2024-09-29T17:36:24Z,sv
68,2024-09-29T13:01:59Z,@ajammanyo,yss4rIrHl6o,매일 듣는다 노래 넘 좋아,2024-09-29T13:01:59Z,ko
69,2024-09-29T12:02:14Z,@지은김-i2k,yss4rIrHl6o,와 미쳤다 얼굴에서 빛이남,2024-09-29T12:02:14Z,ko
70,2024-09-29T11:43:15Z,@user-kh3rk1wm9x,yss4rIrHl6o,"이번에 나온 영케이 5곡 전부다 
가슴을 울리는 명곡이다
너무 좋다",2024-09-29T11:43:15Z,ko
71,2024-09-29T04:53:21Z,@DUNIAHEWAN-h9z,yss4rIrHl6o,👍👍👍💗,2024-09-29T04:53:21Z,Other
72,2024-09-29T03:07:24Z,@shellyou789,yss4rIrHl6o,❤,2024-09-29T03:07:24Z,Other
73,2024-09-29T02:02:33Z,@user-kb1go7sv7w,yss4rIrHl6o,음원 목소리도 물론 좋지만 라이브가 백만배는 더 좋은 밴드❤,2024-09-29T02:02:33Z,ko
74,2024-09-28T23:01:50Z,@abcd-ep5zd,yss4rIrHl6o,❤,2024-09-28T23:01:50Z,Other
75,2024-09-28T13:51:42Z,@pudddw,yss4rIrHl6o,데이식스 노래 다 진짜 좋은듯 뭔가 벅차올라서 요즘 데식 노래만 들음…,2024-09-28T13:51:42Z,ko
76,2024-09-28T10:42:16Z,@바닐라핑,yss4rIrHl6o,"데뷔 첫 음중 트리플크라운, happy 1위 축하해 ㅠㅠ 3주동안 1위 지켜주신 마데분들도 너무 고생 많았어요!! 🍀 담엔 꼭 생방으로 볼 수 있기를!!!",2024-09-29T10:54:41Z,ko
77,2024-09-28T10:02:15Z,@實力派菁英-f8y,yss4rIrHl6o,Youngk fighting!!! Day6 fighting!!!,2024-09-28T10:02:15Z,en
78,2024-09-28T09:15:02Z,@anonmashups3282,yss4rIrHl6o,"congrats on the triple crown, DAY6 ❤❤❤ 
TRUST AND LISTEN",2024-09-28T09:15:02Z,en
79,2024-09-28T08:09:42Z,@단비꾸야-q7i,yss4rIrHl6o,데뷔한지 10년 짬되가니 1위찍고 콘서트도하고ㅠㅠㅠ 멋있다 데이식스,2024-09-28T08:09:42Z,ko
80,2024-09-28T06:37:08Z,@JINSEO-m-c135,yss4rIrHl6o,내 최애곡 1위,2024-09-28T06:37:08Z,ko
81,2024-09-28T05:00:20Z,@mirzaraqilla9781,yss4rIrHl6o,SOTY!,2024-09-28T05:00:20Z,so
82,2024-09-27T22:07:30Z,@umihiday,yss4rIrHl6o,"Walau tidak begitu paham musik, tetapi musiknya terdengar seperti ost anime",2024-09-27T22:07:30Z,id
83,2024-09-27T21:22:44Z,@高木誠-z2h,yss4rIrHl6o,다른노래는 ㅈ같은 외국어 과도하게 섞어쓰다가 한구절만 적당히 쓰고 잘만들었네 이런노래좀 많이만들어라 정체성이 어디갔는지 구분이 안간다,2024-09-27T21:22:44Z,ko
84,2024-09-27T16:45:36Z,@Kpop_fan_since_2013,yss4rIrHl6o,It's my first time hearing Day6 they're pretty good may start listening to them more often,2024-09-27T16:45:36Z,en
85,2024-09-27T15:26:24Z,@yonmoyonmo,yss4rIrHl6o,레전드다 진짜,2024-09-27T15:26:24Z,ko
86,2024-09-27T12:54:31Z,@shellyou789,yss4rIrHl6o,❤,2024-09-27T12:54:31Z,Other
87,2024-09-27T10:43:36Z,@다크FIRE민재,yss4rIrHl6o,이곡 너무 좋아 중독됨 ㅎ,2024-09-27T10:43:36Z,ko
88,2024-09-27T07:04:04Z,@가스파엘,yss4rIrHl6o,이제 확실히외웠음 녹아버려요 아니고 녹아내려요,2024-09-27T07:04:04Z,ko
89,2024-09-27T05:31:22Z,@크림이_생명수_설,yss4rIrHl6o,엥 나 이거 왜 별로지?,2024-09-27T05:31:22Z,ko
90,2024-09-27T02:15:48Z,@woorikim447,yss4rIrHl6o,계속 듣는중,2024-09-27T02:15:48Z,ko
91,2024-09-27T02:02:09Z,@765production,yss4rIrHl6o,와 쌩듣보가 9년이나 됐다고?ㅋㅋ,2024-09-27T02:02:09Z,ko
92,2024-09-27T19:13:02Z,@도르륵-h7n,yss4rIrHl6o,병먹금,2024-09-27T19:13:02Z,ko
93,2024-09-30T22:37:15Z,@u-u-rq3by,yss4rIrHl6o,데이식스가 옛날에는 지금에 비해 인기 없는거 맞는데 지금은 최강이지,2024-09-30T22:37:15Z,ko
94,2024-10-07T17:22:50Z,@DonaldJohnTrump0614,yss4rIrHl6o,노력의 결실,2024-10-07T17:22:50Z,ko
95,2024-10-10T07:08:50Z,@3119-yv3dw,yss4rIrHl6o,쌩듣보까지는 아니었는데 ㅠㅋㅋㅋㅋ 역주행 되기 전에 예뻤어는 100순위 안밖이었고 노래 좀 듣는다 하면 데이식스 정도는 알고 있었어요 알고나 얘기하세요 ㅋㅋㅋㅋㅋ,2024-10-10T07:25:11Z,ko
96,2024-09-26T20:05:21Z,@pandayukino6034,yss4rIrHl6o,sound like a One piece opening,2024-09-26T20:05:21Z,en
97,2024-09-26T20:04:16Z,@goldenyear247,yss4rIrHl6o,더 뜨자 ㅠㅠㅠㅠㅠ 드디어 빛을 바라는 구나 ㅠㅠㅠㅠㅠㅠㅠ,2024-09-26T20:04:16Z,ko
98,2024-09-26T20:01:41Z,@Maria-sm4kc,yss4rIrHl6o,yESssss,2024-09-26T20:01:41Z,fi
99,2024-09-26T16:34:02Z,@ansonchong112,yss4rIrHl6o,"First time: not my style.
Second time: um, quite nice.
Third time: is so good!
Fourth time: “keep looping “
Fifth time: “my body follows the song!!!!”",2024-09-26T16:34:02Z,en
100,2024-09-26T15:18:02Z,@N25N_24,yss4rIrHl6o,요즘은 데이식스니 QWER이더니 밴드가 유행이네 다들 노래좋다😊,2024-09-26T15:18:19Z,ko
101,2024-09-26T14:29:47Z,@aliyahsetyawan,yss4rIrHl6o,my youth,2024-09-26T14:29:47Z,en
102,2024-09-26T11:55:05Z,@케빈정-j8u,yss4rIrHl6o,K pop 시대에 이어 K band 시대가 온다. 내 말 기억해라.,2024-09-26T11:55:05Z,ko
103,2024-09-26T11:07:49Z,@lethaly,yss4rIrHl6o,645,2024-09-26T11:07:49Z,Other
104,2024-09-26T10:44:12Z,@Junafekafe_Sakit_Hatshepsut,yss4rIrHl6o,노래 왜캐 좋아 ㄹㅇ,2024-09-26T10:44:12Z,ko
105,2024-09-26T10:38:00Z,@antoniaskz7503,yss4rIrHl6o,Me encanta esta gran banda Day6 y aqui vuelvo a disfrutar de este increible M/V✌️🫶🏻,2024-09-26T10:38:42Z,es
106,2024-09-26T08:39:23Z,@유빈-기여미,yss4rIrHl6o,"데이식스 미쳤다.. 곡 나오자마자 멜론 1위.. 노력이 행운으로 바뀐다,,",2024-09-26T08:39:23Z,ko
107,2024-09-26T06:27:13Z,@youngkjjang,yss4rIrHl6o,"매일보고 있어요 너무좋아요,,",2024-09-26T06:27:13Z,ko
108,2024-09-26T06:26:49Z,@youngkjjang,yss4rIrHl6o,"매일듣고있어요 너무좋아요,,",2024-09-26T06:26:49Z,ko
109,2024-09-26T02:57:33Z,@DanDanBC-lp3zr,yss4rIrHl6o,Young K de impacto como siempre🙏,2024-09-26T02:57:33Z,es
110,2024-09-26T02:00:51Z,@salto_1024,yss4rIrHl6o,"데이식스 JYP인줄 몰랐는데 그냥 노래가 너무 좋아서 팬된건데 Jyp였음?? 
그래도 난 JYP라서가 아닌 데식이 엄청 노력해서 올라왔다고 생각해ㅜㅜ 데식 예뻤어~~ 지금도 이쁘다 오빠들

이젠 스르륵 녹아볼게

이제 한국밴드는 
남밴드 - 데이식스
여밴드 - qwer이다",2024-09-26T02:03:34Z,ko
111,2024-09-28T06:40:31Z,@마추픽추-1,yss4rIrHl6o,qwer???? ㅋㅋㅋㅋ? 벗방bj와 9년동안 밴드만판 그룹과 비교는중,2024-09-28T06:40:31Z,ko
112,2024-09-28T17:18:44Z,@munk0988,yss4rIrHl6o,​@@마추픽추-1여밴드 유명한거 불러봐 ㅋㅋㅋㄱㅋ 뭐가 그리 꼽노,2024-09-28T17:18:44Z,ko
113,2024-09-25T23:43:49Z,@TheJourney0915,yss4rIrHl6o,Park Sungjin!!,2024-09-25T23:43:49Z,id
114,2024-09-25T15:00:15Z,@trading8310,yss4rIrHl6o,생일축하해,2024-09-25T15:00:15Z,ko
115,2024-09-25T13:19:37Z,@yuleeshin891,yss4rIrHl6o,한번 들으니 계속 듣게되는 매력만점 데이식스!!,2024-09-25T13:19:37Z,ko
116,2024-09-25T13:15:44Z,@HJL-i2o,yss4rIrHl6o,❤,2024-09-25T13:15:44Z,Other
117,2024-09-25T11:58:36Z,@sofiagg.208,yss4rIrHl6o,The lyrics are so relatable 😢😢❤,2024-09-25T11:58:36Z,en
118,2024-09-25T10:25:49Z,@두보짱,yss4rIrHl6o,노래 다 영케이가 만들었다는데 이런 영재는 전소연님과 우지의 이어진 영케이의 작곡 너무 좋아요❤,2024-09-25T10:25:49Z,ko
119,2024-09-25T03:05:41Z,@TheJourney0915,yss4rIrHl6o,still here!,2024-09-25T03:05:41Z,da
120,2024-09-25T00:31:47Z,@imyoonji,yss4rIrHl6o,"성진님,,😊💕",2024-09-25T00:31:47Z,ko
121,2024-09-24T23:49:15Z,@Loahcat,yss4rIrHl6o,멜론차트100에서 처음 들어보고 일본 애니 음악인가? 싶었는데 한국밴드라서 놀라고 노래가 취향이라 또 놀라고! ㅎㅎ 응원합니다💜,2024-09-24T23:49:15Z,ko
122,2024-09-24T23:06:41Z,@리얼감자췹,yss4rIrHl6o,"😮😮😮왤케다들 목소리,얼굴,완벽해..
진짜 메인보컬만  모아놧네
특히 청자켓 입으신분 ..존잘임❤
처음에악기시작 되는부분이 진짜..ㄹㅇ 좋음",2024-09-24T23:13:59Z,ko
123,2024-09-24T21:44:40Z,@sitruzonline,yss4rIrHl6o,Woahhhh,2024-09-24T21:44:40Z,en
124,2024-09-24T19:43:55Z,@sabihaishra2338,yss4rIrHl6o,first day of being my day,2024-09-24T19:43:55Z,en
125,2024-09-24T17:04:37Z,@muhdinasuciani4047,yss4rIrHl6o,composed by who?,2024-09-24T17:04:37Z,en
126,2024-09-24T20:35:55Z,@아니진짜왜,yss4rIrHl6o,DAY6,2024-09-24T20:35:55Z,so
127,2024-09-25T07:55:54Z,@TakittixD,yss4rIrHl6o,"The members.
Lyrics: Young K
Composition: Sungjin, Young K, Wonpil and Hong Jisung their producer they work with",2024-09-25T07:55:54Z,en
128,2024-09-25T08:13:37Z,@muhdinasuciani4047,yss4rIrHl6o,"wow nice info, thankyou",2024-09-25T08:13:37Z,en
129,2024-09-24T15:31:19Z,@MilkBoda_Latte,yss4rIrHl6o,이 오빠들은 뭔데 이렇게 노래가 좋지,2024-09-24T15:31:19Z,ko
130,2024-09-24T14:05:01Z,@shellyou789,yss4rIrHl6o,Senyumku untukmu❤,2024-09-24T14:05:01Z,id
131,2024-09-24T10:00:54Z,@박보이-r5o,yss4rIrHl6o,런닝할 때 데이식스만한 노래가 없다,2024-09-24T10:00:54Z,ko
132,2024-09-24T09:06:36Z,@이강진-q8j,yss4rIrHl6o,이미녹어버림힘이난다❤❤❤❤❤❤😊,2024-09-24T09:06:36Z,ko
133,2024-09-24T07:19:12Z,@juliee593,yss4rIrHl6o,Thank you so much for coming back Day6 your music is always a ray of sunshine in my day,2024-09-24T07:19:12Z,en
134,2024-09-24T00:40:52Z,@choiceyoyoo6442,yss4rIrHl6o,Always support day6,2024-09-24T00:40:52Z,en
135,2024-09-23T19:18:12Z,@たあ-d4c,yss4rIrHl6o,最近よく聴いてるよ〜〜どの曲も歌詞が良いメロディーも聴きやすくて好きすぎる,2024-09-23T19:18:12Z,ja
136,2024-09-23T14:18:01Z,@zinminnie,yss4rIrHl6o,Wonpil❤,2024-09-23T14:18:01Z,en
137,2024-09-23T13:24:04Z,@wendelallid1127,yss4rIrHl6o,Day6 and their masterpieces. They are truly an inspiration.,2024-09-23T13:24:04Z,en
138,2024-09-23T12:33:40Z,@adrreads,yss4rIrHl6o,Im coming here again after their concert 🫠,2024-09-23T12:33:40Z,en
139,2024-09-23T12:07:12Z,@ednaolwis,yss4rIrHl6o,"Kkeokkeo beorineun hanmadi
Kkakkyeo beorineun useumgi
Modeun ge da badangnan chae
Tteolgo isseotda
Mamui ondoneun hagang jung
Seoseohi eoreobutdeon jung
Neon dallyeowa tteugeopge
Nal kkeureoanatda

Geokjeonghaneun nunbicheuro
Barabwa juneun neo
Gosaenghaesseo oneuldo (oneuldo)
Hanmadie

Geotjabeul su eopsi
Seureureuk noganaeryeoyo
Jugeogadeon maeumeul
Gijeokcheoreom sallyeo naen geu sungan
Ttatteuthan nunmuri
Jureureuk heulleonaeryeoyo
Neoui geu misoga
Dasi beotyeo nael su itge hae jwoyo

Geokjeong ma gwaenchana
Yeope naega itjana
Neoui geu mari nal
Dasi ireoseoge hae

Gimakin uyeoncheoreom
Natana jwotdeon neo
Du pal beollyeo useumyeo (eoseo wa)
Ana jumyeon

Geotjabeul su eopsi
Seureureuk noganaeryeoyo
Jugeogadeon maeumeul
Gijeokcheoreom sallyeo naen geu sungan
Ttatteuthan nunmuri
Jureureuk heulleonaeryeoyo
Neoui geu misoga
Dasi beotyeo nael su itge hae jwoyo

Naege neon haenguniya nollaum ppuniya
Ijen nae charye
Love you, hold you, give you all I got

Geotjabeul su eopsi
Seureureuk noganaeryeoyo
Jugeogadeon maeumeul
Gijeokcheoreom sallyeo naen geu sungan
Ttatteuthan nunmuri
Jureureuk heulleonaeryeoyo
Neoui geu misoga
Dasi beotyeo nael su itge hae jwoyo
______________________________________

(Verse 1)
[ SUNGJIN ]
Kkeokkeo beorineun hanmadi
Kkakkyeo beorineun useumgi
Modeun ge da badangnan chae
Tteolgo isseotda

[ YOUNG K ]
Mamui ondoneun hagang jung
Seoseohi eoreobutdeon jung
Neon dallyeowa tteugeopge
Nal kkeureoanatda

[ Pre-Chorus: WONPIL ]
Geokjeonghaneun nunbicheuro
Barabwa juneun neo
Gosaenghaesseo oneuldo (oneuldo)
Hanmadie

(Chorus)
[ SUNGJIN ]
Geotjabeul su eopsi
Seureureuk noganaeryeoyo
Jugeogadeon maeumeul
Gijeokcheoreom sallyeo naen geu sungan

[ YOUNG K ]
Ttatteuthan nunmuri
Jureureuk heulleonaeryeoyo
Neoui geu misoga
Dasi beotyeo nael su itge hae jwoyo

[ Verse 2: YOUNG K ]
Geokjeong ma gwaenchana
Yeope naega itjana
Neoui geu mari nal
Dasi ireoseoge hae

[ Pre-Chorus: WONPIL ]
Gimakin uyeoncheoreom
Natana jwotdeon neo
Du pal beollyeo useumyeo (eoseo wa)
Ana jumyeon

(Chorus)
[ SUNGJIN ]
Geotjabeul su eopsi
Seureureuk noganaeryeoyo
Jugeogadeon maeumeul
Gijeokcheoreom sallyeo naen geu sungan

[ WONPIL ]
Ttatteuthan nunmuri
Jureureuk heulleonaeryeoyo
Neoui geu misoga
Dasi beotyeo nael su itge hae jwoyo

(Bridge)
[ YOUNG K ]
Naege neon haenguniya nollaum ppuniya

[ SUNGJIN ]
Ijen nae charye

[ WONPIL ]
Love you, hold you, give you all I got

(Outro)
[ YOUNG K ]
Geotjabeul su eopsi
Seureureuk noganaeryeoyo
Jugeogadeon maeumeul
Gijeokcheoreom sallyeo naen geu sungan

[ WONPIL ]
Ttatteuthan nunmuri
Jureureuk heulleonaeryeoyo
Neoui geu misoga
Dasi beotyeo nael su itge hae jwoyo",2024-09-23T12:07:12Z,en
140,2024-09-23T10:20:30Z,@kimp724,yss4rIrHl6o,처음에 나오는 성진님 목소리 미쳤다ㅠㅠ 와 진짜 괜히 메인보컬이 아니란걸 다시한번 또 느낀다,2024-09-23T10:20:30Z,ko
