,Timestamp,Username,VideoID,Comment,Date,Lang
13,2024-01-27T06:58:57Z,@jansupawong2068,qguo-j5PxBE,ตั้งแต่ มาเป็นคุณวันเสาร์ คุณเจ้บบ ไม่เคยหยุดทำให้ตื่นเต้นเลย ♥️ เยิฟฟฟฟ,2024-01-27T06:58:57Z,th
14,2024-01-27T07:01:44Z,@linja1993,qguo-j5PxBE,ตัวเองจะมีภาค2ใช่ม่ะ 🤔🤔,2024-01-27T07:01:44Z,th
15,2024-01-27T07:13:37Z,@champagnelovers6012,qguo-j5PxBE,NOT YOU JUST ANNOUNCING IT JUST LIKE THAT????,2024-01-27T07:13:37Z,en
16,2024-01-27T07:15:13Z,@scarletttmae22,qguo-j5PxBE,what is this jeff?!! hmmm,2024-01-27T07:15:13Z,en
17,2024-01-27T07:15:31Z,@jansupawong2068,qguo-j5PxBE,"Is it about spring, in concept 🍂 or something about reborn 🤔... anyway, so excited!!",2024-01-27T07:15:31Z,en
18,2024-01-27T07:19:07Z,@NadNadToday,qguo-j5PxBE,"WHAT DID YOU JUST SAY??? Sir, yes please. I'm ready for everything!!",2024-01-27T07:19:07Z,en
19,2024-01-27T07:28:40Z,@ggalancraft,qguo-j5PxBE,OMG ... BRO ... WE ARE ON FIRE NOW ....,2024-01-27T07:28:40Z,de
20,2024-01-27T07:46:36Z,@nazurakhairunnisarizkiputr2794,qguo-j5PxBE,WHAT? R U SERIOUS? OKAY LET'S WAIT UNTIL 8 FEBRUARY❤❤,2024-01-27T07:46:36Z,de
21,2024-01-27T07:48:04Z,@hirushii__,qguo-j5PxBE,Broooo 😭,2024-01-27T07:48:04Z,so
22,2024-01-27T07:49:46Z,@jirapornboonjansri2304,qguo-j5PxBE,ตั้งตารอเจฟ❤,2024-01-27T07:49:46Z,th
23,2024-01-27T07:55:08Z,@clieai,qguo-j5PxBE,OMGGGGG,2024-01-27T07:55:08Z,pt
24,2024-01-27T08:24:02Z,@champagnelovers6012,qguo-j5PxBE,@@zainabkadwa no its a song. its part 2 of this mv. he said it in his live a couple days ago. the album follows in late feb,2024-06-12T20:53:50Z,en
25,2024-01-27T08:29:00Z,@zainabkadwa,qguo-j5PxBE,@@champagnelovers6012 oh ok. I wasn't too sure. Thnx!,2024-06-12T20:53:50Z,en
26,2024-01-27T09:11:43Z,@evagulas,qguo-j5PxBE,"If I keep this up this song will be my most listened song this year on my Spotify wrap. Such a gem, thank you Jeff😍",2024-01-27T09:11:43Z,en
27,2024-01-27T09:35:28Z,@alucidencore,qguo-j5PxBE,SIRRRRR????,2024-01-27T09:35:28Z,de
28,2024-01-27T10:01:31Z,@NUKA459,qguo-j5PxBE,"so excited, can't wait",2024-01-27T10:01:31Z,en
29,2024-01-27T10:25:32Z,@anjima383,qguo-j5PxBE,Man... U r amazing dude,2024-01-27T10:25:32Z,id
30,2024-01-27T10:58:33Z,@krishanifernando1982,qguo-j5PxBE,Exscuse me???? Jeffff,2024-01-27T10:58:33Z,en
31,2024-01-27T11:21:59Z,@sansanee428,qguo-j5PxBE,"Waiting for your ""Love song"" na ka! 💛🤗💛",2024-01-27T11:21:59Z,en
32,2024-01-27T11:36:32Z,@blackbutterfly6831,qguo-j5PxBE,Waiting for happy  love song Jeff,2024-01-27T11:38:51Z,en
33,2024-01-27T11:38:43Z,@melaniedonaldson3177,qguo-j5PxBE,😍 can't wait ❣️. Wonderful news to wake up and see.,2024-01-27T11:38:43Z,en
34,2024-01-27T12:27:46Z,@অপরূপা-ফ২স,qguo-j5PxBE,What' about it's English version... I know English version is coming,2024-01-27T12:27:46Z,en
35,2024-01-27T12:28:12Z,@অপরূপা-ফ২স,qguo-j5PxBE,English version 😂,2024-01-27T12:28:12Z,en
36,2024-01-27T13:05:26Z,@saturilyy,qguo-j5PxBE,OMGGFGG,2024-01-27T13:05:26Z,pt
37,2024-01-27T13:06:01Z,@saturilyy,qguo-j5PxBE,CAN'T WAAAAIT,2024-01-27T13:06:01Z,en
38,2024-01-27T13:06:24Z,@saturilyy,qguo-j5PxBE,you come with everything this year imao,2024-01-27T13:06:24Z,en
39,2024-01-27T13:18:00Z,@saturilyy,qguo-j5PxBE,"Eight days after the MV, part 2 comes out Feb. 8, your tattoo on DumDum is ""00008"", fuck Jeff should think EVERYTHING you do is connected/related? -.-",2024-01-27T13:18:00Z,en
40,2024-01-27T14:47:29Z,@วัชรินทร์โตงาม-ฟ5ฦ,qguo-j5PxBE,❤🎉,2024-01-27T14:47:29Z,Other
41,2024-01-27T15:00:50Z,@juneudasu7676,qguo-j5PxBE,OMG can't wait,2024-01-27T15:00:50Z,cy
42,2024-01-27T15:15:10Z,@anitamawarni4584,qguo-j5PxBE,Whatt phi ?,2024-01-27T15:15:10Z,en
43,2024-01-27T15:16:20Z,@leighdesreeandrade4477,qguo-j5PxBE,perhaps an album is coming soon? 🧐💛,2024-01-27T15:16:20Z,en
44,2024-01-27T15:30:53Z,@CAIU-vi1wb,qguo-j5PxBE,迫不及待了❤,2024-01-27T15:30:53Z,ko
45,2024-01-27T15:32:20Z,@CAIU-vi1wb,qguo-j5PxBE,I am looking forward to it very much,2024-01-27T15:32:20Z,en
46,2024-01-27T16:17:49Z,@piyapornh.3469,qguo-j5PxBE,รอคอยและจะเป็นกำลังใจให้เจฟเสมอนะคะ ขอให้เธอมีความสุขในงานของเธอ ส่วนฉันจะเฝ้ารอและคอย support เธอเสมอจ้า,2024-01-27T16:17:49Z,th
47,2024-01-27T18:04:37Z,@Nang-wz8gn,qguo-j5PxBE,เพลงรักอะป่าวว,2024-01-27T18:04:37Z,th
48,2024-01-27T18:24:57Z,@jellyjen,qguo-j5PxBE,wait whatttt,2024-01-27T18:24:57Z,en
49,2024-01-27T19:28:35Z,@oumikuromi,qguo-j5PxBE,รอเลย​❤,2024-01-27T19:28:35Z,th
50,2024-01-27T20:17:42Z,@JdhhdjJdhhdjv,qguo-j5PxBE,เพลงนี้เพราะมากน้องเจฟ,2024-01-27T20:17:42Z,th
51,2024-01-27T22:00:13Z,@macarenasierra3119,qguo-j5PxBE,"oh!! so excited, I'll be waiting for your album release. Greetings from Chile!!!",2024-01-27T22:00:13Z,en
52,2024-01-27T22:01:23Z,@CiLin-y4b,qguo-j5PxBE,🎉🎉🎉,2024-01-27T22:01:23Z,Other
53,2024-01-28T00:09:42Z,@suelenzinhahhhh,qguo-j5PxBE,"AAAAH OMG, ON MY BIRTHDAY!! 😭😭",2024-01-28T00:09:42Z,so
54,2024-01-28T00:56:15Z,@the_strangerkid,qguo-j5PxBE,WHAT!?!?!!? OH MY GOD,2024-01-28T00:56:15Z,de
55,2024-01-28T01:11:51Z,@jaquelinedjt,qguo-j5PxBE,Eu tenho ansiedade Jefferson 🗣️🗣️🗣️,2024-01-28T01:11:51Z,pt
56,2024-01-28T04:27:16Z,@daniamaslow24,qguo-j5PxBE,"OMG, será el lanzamiento de su álbum? Nueva canción? Aaaaaah",2024-01-28T04:27:16Z,es
57,2024-01-28T06:38:30Z,@nisagoggag3726,qguo-j5PxBE,เพลงเพราะมากค่ะ,2024-01-28T06:38:30Z,th
58,2024-01-28T07:01:33Z,@เกษดาคําภิระปาวงศ์,qguo-j5PxBE,Wait wait,2024-01-28T07:01:33Z,sw
59,2024-01-28T07:39:46Z,@daisy-qe2tp,qguo-j5PxBE,อะไรรรรรรร ตอนต่อไปหรอออออ,2024-01-28T07:39:46Z,th
60,2024-01-28T14:54:32Z,@jacaaries,qguo-j5PxBE,"A BEAUTIFUL FACE WITH HEAVENLY AMAZING VOICE, LOVE TO LISTENING YOU. 🫰💜",2024-01-28T14:54:32Z,en
61,2024-01-28T16:43:24Z,@MolySatur28,qguo-j5PxBE,ทิ้งปริศนาไว้อีกแย้ว🤔,2024-01-28T16:43:24Z,th
62,2024-01-28T18:32:05Z,@maribiesquivel2857,qguo-j5PxBE,"Espero con ansias, eres increible. Mereces lo mejor por tu gran talento y trabajo, recuerda que siempre llega esa recompensa por tu gran sacrificio de ahora. Sigue luchando, te apoyare siempre 💛",2024-01-28T18:32:05Z,es
63,2024-01-28T18:39:25Z,@marinalysichenkova9347,qguo-j5PxBE,"Очень интересно, но  не понятно😂😂😂😮",2024-01-28T18:39:25Z,ru
64,2024-01-29T04:23:14Z,@satxur2j873,qguo-j5PxBE,เพลงหน้ามีนางเอกเอ็มวียังคะ55555,2024-01-29T04:23:14Z,th
65,2024-01-29T04:46:55Z,@marinalysichenkova9347,qguo-j5PxBE,@@satxur2j873 спасибо за разъяснение☺,2024-06-12T20:53:50Z,bg
66,2024-01-29T06:33:37Z,@คุณเต่า-อ2พ,qguo-j5PxBE,LOVE,2024-01-29T06:33:37Z,fr
67,2024-01-29T11:58:17Z,@jayc.9895,qguo-j5PxBE,"เจฟครับ
เราไม่เคยรู้จักกัน แต่เพราะเหตุการณ์บางอย่าง ทำให้เราเจอกัน 2 ครั้ง ทุกเรื่องที่พูดคุยกันอยู่นาน สิ่งหนึ่งคือมันสะท้อน Attitude ที่ดีมากๆของน้อง และมันแฝงอยู่ในเนี้องานของน้องทุกชิ้น ออกมาได้เป็นอย่างดี และพี่ชื่นชมมันมากๆ

สำหรับพี่ น้องไม่ใช่ Famous Artist แต่น้องคือ Quality Artist
รักษามันไว้นะครับ พี่คอยชื่นชมผลงานน้องอยู่ครับ

GrabDriver.
note.
ขอบคุณนะครับสำหรับ Pat Metheny - Travels (beautiful melody)",2024-01-29T11:58:17Z,th
68,2024-01-29T13:31:26Z,@NanananaPapapapa-tl6op,qguo-j5PxBE,เนื้อเพลงลึกซึ้งซับซ้อนน่าค้นหามากค่ะ ❤,2024-01-29T13:31:26Z,th
69,2024-01-29T17:31:33Z,@WildflowerJeff,qguo-j5PxBE,"The last leaf? 🍂
I'm afraid....",2024-01-29T17:31:33Z,en
70,2024-01-29T23:40:13Z,@aitsareebureerak72,qguo-j5PxBE,♥️♥️,2024-01-29T23:40:13Z,Other
71,2024-01-30T02:20:48Z,@คีรณัฐนันธิษา,qguo-j5PxBE,ช,2024-01-30T02:20:48Z,th
72,2024-01-30T05:00:36Z,@cinthyaortega7895,qguo-j5PxBE,Lo estaré esperando con muchas ansias ❤,2024-01-30T05:00:36Z,es
73,2024-01-30T13:34:32Z,@mulberry_09,qguo-j5PxBE,หือออวันเกิดเราด้วยใครก็ได้บอกทีว่าหมายถึงอะไร,2024-01-30T13:34:32Z,th
74,2024-01-30T16:26:31Z,@jjlovely2081,qguo-j5PxBE,มีด้วยเย๋อ​@@thidarat3883,2024-06-12T20:53:50Z,th
75,2024-01-31T02:45:49Z,@yaniraroha294,qguo-j5PxBE,Jeff? qué va a pasar!!! QUE YA SEA 8 DE FEBREROOO,2024-01-31T02:45:49Z,ca
76,2024-01-31T04:29:36Z,@arelividal4141,qguo-j5PxBE,???,2024-01-31T04:29:36Z,Other
77,2024-01-31T10:00:37Z,@ประวัติงอยกุดจิก-ล7ฌ,qguo-j5PxBE,💔😢😢😢😢😢😢,2024-01-31T10:00:37Z,Other
78,2024-01-31T11:27:08Z,@อ้วน-ฟ4ส,qguo-j5PxBE,🥰🥰,2024-01-31T11:27:08Z,Other
79,2024-01-31T18:53:19Z,@Jules0613,qguo-j5PxBE,OH MY GOD ON MY B-DAY!!!!!!,2024-01-31T18:53:19Z,de
80,2024-01-31T20:07:20Z,@chayat9922,qguo-j5PxBE,ชอบแกล้งให้อยากรู้นะงับ🍂,2024-01-31T20:07:20Z,th
81,2024-02-01T01:19:01Z,@kukuhprakusumasari5847,qguo-j5PxBE,"Yellow leaf? I bet that's a sad song again. Ghost is so beatifully, deeply hurting my heart...... Your voice is beatiful too, and the MV is just COOL.... Love from Indonesia 💓",2024-02-01T01:19:01Z,en
82,2024-02-01T02:29:26Z,@zainabkadwa,qguo-j5PxBE,​@@champagnelovers6012 we both were right. 😊 it's a song & album release according to his monthly calendar,2024-06-12T20:53:50Z,en
83,2024-02-01T03:49:16Z,@aimhigh97,qguo-j5PxBE,This song is another phenomenal work of Phi Jeff. Love the melody❤❤❤❤❤. I cant wait for the official English version,2024-02-01T03:49:16Z,en
84,2024-02-01T18:32:58Z,@aitsareebureerak72,qguo-j5PxBE,❤️❤️,2024-02-01T18:32:58Z,Other
85,2024-02-02T02:20:10Z,@tanliyen6459,qguo-j5PxBE,New song in one month!? Jeff you're so hardworking!!!,2024-02-02T02:20:10Z,en
86,2024-02-02T05:13:59Z,@LeeHoo-z4r,qguo-j5PxBE,1ๆ​@@minesatur,2024-06-12T20:53:50Z,et
87,2024-02-02T10:07:18Z,@クールアナネ,qguo-j5PxBE,❤️❤️❤️,2024-02-02T10:07:18Z,Other
88,2024-02-02T15:54:21Z,@thrizstur,qguo-j5PxBE,ohooooooooooooooooooooo,2024-02-02T15:54:21Z,so
89,2024-02-02T16:12:06Z,@jindaratUdomsri-cg3mq,qguo-j5PxBE,😊😊😊😊​@@minesatur,2024-06-12T20:53:50Z,et
90,2024-02-02T18:28:09Z,@NasrinMondal-q2o,qguo-j5PxBE,3:20,2024-02-02T18:28:09Z,Other
91,2024-02-02T18:28:12Z,@NasrinMondal-q2o,qguo-j5PxBE,3:23,2024-02-02T18:28:12Z,Other
92,2024-02-02T18:28:16Z,@NasrinMondal-q2o,qguo-j5PxBE,3:27,2024-02-02T18:28:16Z,Other
93,2024-02-02T18:28:19Z,@NasrinMondal-q2o,qguo-j5PxBE,3:30,2024-02-02T18:28:19Z,Other
94,2024-02-02T18:28:22Z,@NasrinMondal-q2o,qguo-j5PxBE,3:33,2024-02-02T18:28:22Z,Other
95,2024-02-02T18:28:26Z,@NasrinMondal-q2o,qguo-j5PxBE,3:37,2024-02-02T18:28:26Z,Other
96,2024-02-02T18:28:29Z,@NasrinMondal-q2o,qguo-j5PxBE,3:40,2024-02-02T18:28:29Z,Other
97,2024-02-02T18:28:32Z,@NasrinMondal-q2o,qguo-j5PxBE,3:43,2024-02-02T18:28:32Z,Other
98,2024-02-02T18:28:35Z,@NasrinMondal-q2o,qguo-j5PxBE,3:46,2024-02-02T18:28:35Z,Other
99,2024-02-02T18:28:42Z,@NasrinMondal-q2o,qguo-j5PxBE,3:54,2024-02-02T18:28:42Z,Other
100,2024-02-02T18:28:46Z,@NasrinMondal-q2o,qguo-j5PxBE,3:57,2024-02-02T18:28:46Z,Other
101,2024-02-02T18:28:49Z,@NasrinMondal-q2o,qguo-j5PxBE,4:00,2024-02-02T18:28:49Z,Other
102,2024-02-02T18:28:52Z,@NasrinMondal-q2o,qguo-j5PxBE,4:04,2024-02-02T18:28:52Z,Other
103,2024-02-02T18:28:56Z,@NasrinMondal-q2o,qguo-j5PxBE,0:52,2024-02-02T18:28:56Z,Other
104,2024-02-02T18:29:00Z,@NasrinMondal-q2o,qguo-j5PxBE,0:55,2024-02-02T18:29:00Z,Other
105,2024-02-02T18:29:02Z,@NasrinMondal-q2o,qguo-j5PxBE,0:58,2024-02-02T18:29:02Z,Other
106,2024-02-02T18:29:05Z,@NasrinMondal-q2o,qguo-j5PxBE,1:01,2024-02-02T18:29:05Z,Other
107,2024-02-02T18:29:08Z,@NasrinMondal-q2o,qguo-j5PxBE,1:04,2024-02-02T18:29:08Z,Other
108,2024-02-02T18:29:11Z,@NasrinMondal-q2o,qguo-j5PxBE,1:07,2024-02-02T18:29:11Z,Other
109,2024-02-02T18:29:14Z,@NasrinMondal-q2o,qguo-j5PxBE,1:10,2024-02-02T18:29:14Z,Other
110,2024-02-02T18:29:18Z,@NasrinMondal-q2o,qguo-j5PxBE,1:13,2024-02-02T18:29:18Z,Other
111,2024-02-02T18:29:21Z,@NasrinMondal-q2o,qguo-j5PxBE,1:16,2024-02-02T18:29:21Z,Other
112,2024-02-02T18:29:24Z,@NasrinMondal-q2o,qguo-j5PxBE,1:19,2024-02-02T18:29:24Z,Other
113,2024-02-02T18:29:30Z,@NasrinMondal-q2o,qguo-j5PxBE,1:25,2024-02-02T18:29:30Z,Other
114,2024-02-02T18:29:33Z,@NasrinMondal-q2o,qguo-j5PxBE,1:28,2024-02-02T18:29:33Z,Other
115,2024-02-02T18:29:36Z,@NasrinMondal-q2o,qguo-j5PxBE,1:32,2024-02-02T18:29:36Z,Other
116,2024-02-02T18:29:40Z,@NasrinMondal-q2o,qguo-j5PxBE,1:35,2024-02-02T18:29:40Z,Other
117,2024-02-02T18:29:43Z,@NasrinMondal-q2o,qguo-j5PxBE,1:39,2024-02-02T18:29:43Z,Other
118,2024-02-02T18:29:47Z,@NasrinMondal-q2o,qguo-j5PxBE,1:42,2024-02-02T18:29:47Z,Other
119,2024-02-02T18:29:50Z,@NasrinMondal-q2o,qguo-j5PxBE,1:45,2024-02-02T18:29:50Z,Other
120,2024-02-02T18:29:53Z,@NasrinMondal-q2o,qguo-j5PxBE,1:48,2024-02-02T18:29:53Z,Other
121,2024-02-02T18:29:57Z,@NasrinMondal-q2o,qguo-j5PxBE,😅 1:53,2024-02-02T18:29:57Z,Other
122,2024-02-02T18:30:00Z,@NasrinMondal-q2o,qguo-j5PxBE,1:55,2024-02-02T18:30:00Z,Other
123,2024-02-02T18:30:02Z,@NasrinMondal-q2o,qguo-j5PxBE,1:58,2024-02-02T18:30:02Z,Other
124,2024-02-02T18:30:05Z,@NasrinMondal-q2o,qguo-j5PxBE,2:01,2024-02-02T18:30:05Z,Other
125,2024-02-02T18:30:08Z,@NasrinMondal-q2o,qguo-j5PxBE,2:03,2024-02-02T18:30:08Z,Other
126,2024-02-02T18:30:10Z,@NasrinMondal-q2o,qguo-j5PxBE,2:06,2024-02-02T18:30:10Z,Other
127,2024-02-02T18:30:13Z,@NasrinMondal-q2o,qguo-j5PxBE,2:09,2024-02-02T18:30:13Z,Other
128,2024-02-02T18:30:16Z,@NasrinMondal-q2o,qguo-j5PxBE,2:12,2024-02-02T18:30:16Z,Other
129,2024-02-02T18:30:19Z,@NasrinMondal-q2o,qguo-j5PxBE,2:14,2024-02-02T18:30:19Z,Other
130,2024-02-02T18:30:22Z,@NasrinMondal-q2o,qguo-j5PxBE,2:17,2024-02-02T18:30:22Z,Other
131,2024-02-02T18:30:24Z,@NasrinMondal-q2o,qguo-j5PxBE,2:20,2024-02-02T18:30:24Z,Other
132,2024-02-02T18:30:27Z,@NasrinMondal-q2o,qguo-j5PxBE,2:23,2024-02-02T18:30:27Z,Other
133,2024-02-02T18:30:31Z,@NasrinMondal-q2o,qguo-j5PxBE,2:26,2024-02-02T18:30:31Z,Other
134,2024-02-02T18:30:33Z,@NasrinMondal-q2o,qguo-j5PxBE,2:29,2024-02-02T18:30:33Z,Other
135,2024-02-02T18:30:37Z,@NasrinMondal-q2o,qguo-j5PxBE,2:32,2024-02-02T18:30:37Z,Other
136,2024-02-02T18:30:39Z,@NasrinMondal-q2o,qguo-j5PxBE,2:35,2024-02-02T18:30:39Z,Other
137,2024-02-02T18:30:43Z,@NasrinMondal-q2o,qguo-j5PxBE,2:38,2024-02-02T18:30:43Z,Other
138,2024-02-02T18:30:46Z,@NasrinMondal-q2o,qguo-j5PxBE,2:42,2024-02-02T18:30:46Z,Other
139,2024-02-02T18:30:49Z,@NasrinMondal-q2o,qguo-j5PxBE,2:44,2024-02-02T18:30:49Z,Other
140,2024-02-02T18:30:52Z,@NasrinMondal-q2o,qguo-j5PxBE,2:47,2024-02-02T18:30:52Z,Other
141,2024-02-02T18:30:55Z,@NasrinMondal-q2o,qguo-j5PxBE,2:50,2024-02-02T18:30:55Z,Other
142,2024-02-02T18:30:58Z,@NasrinMondal-q2o,qguo-j5PxBE,2:53,2024-02-02T18:30:58Z,Other
143,2024-02-02T18:31:00Z,@NasrinMondal-q2o,qguo-j5PxBE,2:56,2024-02-02T18:31:00Z,Other
144,2024-02-02T18:31:03Z,@NasrinMondal-q2o,qguo-j5PxBE,2:59,2024-02-02T18:31:03Z,Other
145,2024-02-02T18:31:07Z,@NasrinMondal-q2o,qguo-j5PxBE,3:02,2024-02-02T18:31:07Z,Other
146,2024-02-02T18:31:11Z,@NasrinMondal-q2o,qguo-j5PxBE,3:06,2024-02-02T18:31:11Z,Other
147,2024-02-02T18:31:13Z,@NasrinMondal-q2o,qguo-j5PxBE,3:09,2024-02-02T18:31:13Z,Other
148,2024-02-02T18:31:17Z,@NasrinMondal-q2o,qguo-j5PxBE,3:13,2024-02-02T18:31:17Z,Other
149,2024-02-02T18:31:20Z,@NasrinMondal-q2o,qguo-j5PxBE,3:15,2024-02-02T18:31:20Z,Other
150,2024-02-02T18:31:24Z,@NasrinMondal-q2o,qguo-j5PxBE,3:19,2024-02-02T18:31:24Z,Other
151,2024-02-02T18:31:27Z,@NasrinMondal-q2o,qguo-j5PxBE,3:22,2024-02-02T18:31:27Z,Other
152,2024-02-02T18:31:29Z,@NasrinMondal-q2o,qguo-j5PxBE,3:25,2024-02-02T18:31:29Z,Other
153,2024-02-02T18:31:34Z,@NasrinMondal-q2o,qguo-j5PxBE,3:29,2024-02-02T18:31:34Z,Other
154,2024-02-02T18:31:36Z,@NasrinMondal-q2o,qguo-j5PxBE,3:32,2024-02-02T18:31:36Z,Other
155,2024-02-02T18:31:39Z,@NasrinMondal-q2o,qguo-j5PxBE,3:35,2024-02-02T18:31:39Z,Other
156,2024-02-02T18:31:43Z,@NasrinMondal-q2o,qguo-j5PxBE,3:38,2024-02-02T18:31:43Z,Other
157,2024-02-02T18:31:49Z,@NasrinMondal-q2o,qguo-j5PxBE,3:44,2024-02-02T18:31:49Z,Other
158,2024-02-02T18:31:52Z,@NasrinMondal-q2o,qguo-j5PxBE,3:47,2024-02-02T18:31:52Z,Other
159,2024-02-02T18:31:55Z,@NasrinMondal-q2o,qguo-j5PxBE,3:50,2024-02-02T18:31:55Z,Other
160,2024-02-02T18:31:58Z,@NasrinMondal-q2o,qguo-j5PxBE,3:53,2024-02-02T18:31:58Z,Other
161,2024-02-02T18:32:00Z,@NasrinMondal-q2o,qguo-j5PxBE,3:56,2024-02-02T18:32:00Z,Other
162,2024-02-02T18:32:03Z,@NasrinMondal-q2o,qguo-j5PxBE,3:58,2024-02-02T18:32:03Z,Other
163,2024-02-02T18:32:06Z,@NasrinMondal-q2o,qguo-j5PxBE,4:01,2024-02-02T18:32:06Z,Other
164,2024-02-02T18:32:09Z,@NasrinMondal-q2o,qguo-j5PxBE,4:04,2024-02-02T18:32:09Z,Other
165,2024-02-02T18:32:11Z,@NasrinMondal-q2o,qguo-j5PxBE,4:07,2024-02-02T18:32:11Z,Other
166,2024-02-02T18:32:14Z,@NasrinMondal-q2o,qguo-j5PxBE,4:10,2024-02-02T18:32:14Z,Other
167,2024-02-02T18:35:29Z,@পঞ্চাননচাটুজ্জে,qguo-j5PxBE,3:08,2024-02-02T18:35:29Z,Other
168,2024-02-02T18:35:36Z,@পঞ্চাননচাটুজ্জে,qguo-j5PxBE,3:15,2024-02-02T18:35:36Z,Other
169,2024-02-02T18:35:43Z,@পঞ্চাননচাটুজ্জে,qguo-j5PxBE,3:22,2024-02-02T18:35:43Z,Other
170,2024-02-02T18:35:50Z,@পঞ্চাননচাটুজ্জে,qguo-j5PxBE,3:28,2024-02-02T18:35:50Z,Other
171,2024-02-02T18:35:56Z,@পঞ্চাননচাটুজ্জে,qguo-j5PxBE,3:35,2024-02-02T18:35:56Z,Other
172,2024-02-02T18:36:03Z,@পঞ্চাননচাটুজ্জে,qguo-j5PxBE,3:42,2024-02-02T18:36:03Z,Other
173,2024-02-02T23:21:15Z,@kukuhprakusumasari5847,qguo-j5PxBE,Is this about seeds that jeff planted in this mv?,2024-02-02T23:21:15Z,en
174,2024-02-03T04:59:40Z,@naaasrinmondal33,qguo-j5PxBE,😮,2024-02-03T04:59:40Z,Other
175,2024-02-03T08:31:24Z,@pensukp6507,qguo-j5PxBE,มันจะเส้ากว่า Ghost มั้ยอะ จะได้เกียมซับน้ำตา😭,2024-02-03T08:31:24Z,th
176,2024-02-03T12:17:57Z,@รัฐพลลีลาประเสริฐชัย,qguo-j5PxBE,😢😢😢😂😂ถ😢ช😢😢😮😢​@@minesatur😢🎉😮😅🎉 😮,2024-06-12T20:53:50Z,th
177,2024-02-03T12:19:06Z,@รัฐพลลีลาประเสริฐชัย,qguo-j5PxBE,​@@minesatur🎉😢😢😢😢,2024-06-12T20:53:50Z,et
178,2024-02-03T20:05:41Z,@gissellgarcia7553,qguo-j5PxBE,Esta pequeña parte de mi vida se llama felicidad,2024-02-03T20:05:41Z,es
179,2024-02-04T07:46:44Z,@พริมรตากริมรัมย์,qguo-j5PxBE,รอน้าา,2024-02-04T07:46:44Z,th
180,2024-02-04T10:57:42Z,@ammylovelove1426,qguo-j5PxBE,😢​@@minesaturw😅😅😊😊😅Zt,2024-06-12T20:53:50Z,id
181,2024-02-05T01:24:55Z,@การกระทําวันนี้มีผลต่ออนาคต,qguo-j5PxBE,"ยินดีที่ได้ฟังเพลงดีๆแบบนี้นะครับ
เข้ากับชีวิตตอนนี้มากเลย",2024-02-05T01:24:55Z,th
182,2024-02-05T09:39:37Z,@WunPornpimol,qguo-j5PxBE,❤❤ล,2024-02-05T09:39:37Z,th
183,2024-02-05T11:24:53Z,@ชลากรจันทเสน,qguo-j5PxBE,อยากฟังเวอร์ชั่นอังกฤษครับ,2024-02-05T11:24:53Z,th
184,2024-02-05T12:20:40Z,@papertime4820,qguo-j5PxBE,​@@minesatur2:30 😅,2024-06-12T20:53:50Z,et
185,2024-02-05T22:12:52Z,@tiyu-tiko,qguo-j5PxBE,新曲かな？,2024-02-05T22:12:52Z,ja
186,2024-02-05T23:18:17Z,@aitsareebureerak72,qguo-j5PxBE,♥️,2024-02-05T23:18:17Z,Other
187,2024-02-06T04:23:56Z,@carrasquillo40,qguo-j5PxBE,@@เงี่ยนเลยต้องYesalbum,2024-06-12T20:53:50Z,th
