,Timestamp,Username,VideoID,Comment,Date,Lang
43,2023-10-07T02:03:38Z,@ลลนาอินทร์อ่อน,WtcKJtwMD2E,บชชบงบง,2023-10-07T02:03:38Z,th
44,2023-10-07T02:03:41Z,@ลลนาอินทร์อ่อน,WtcKJtwMD2E,งบ,2023-10-07T02:03:41Z,th
45,2023-10-07T02:03:46Z,@ลลนาอินทร์อ่อน,WtcKJtwMD2E,​@phoudkeomanee2464,2023-10-07T02:03:46Z,nl
46,2023-10-07T02:04:08Z,@ลลนาอินทร์อ่อน,WtcKJtwMD2E,​@phoudkeomanee2464 😊😊,2023-10-07T02:04:08Z,nl
47,2023-10-07T02:04:26Z,@ลลนาอินทร์อ่อน,WtcKJtwMD2E,​งงงงบงงงงงบงงงงงงงงงงงง,2023-10-07T02:04:26Z,th
48,2023-10-07T02:04:29Z,@ลลนาอินทร์อ่อน,WtcKJtwMD2E,​,2023-10-07T02:04:29Z,Other
49,2023-10-07T06:28:31Z,@welalwaysh8878,WtcKJtwMD2E,นานๆจะมีเพลงดีๆ แบบนี้ ขอบคุณมากเลยนะครับ ขอให้ดังๆๆๆๆ นะครับ,2023-10-07T06:28:31Z,th
50,2023-10-07T14:33:33Z,@koesniphit1229,WtcKJtwMD2E,เพลงดีมากครับ ขอแสดงความยินดีด้วยนะฮะ ❤❤❤🎉🎉🎉,2023-10-07T14:33:33Z,th
51,2023-10-07T16:28:14Z,@JirametPrammannee,WtcKJtwMD2E,❤,2023-10-07T16:28:14Z,Other
52,2023-10-07T17:55:18Z,@จิ้งจกจ๋าหนีข้าทําไม-ฌ3ฦ,WtcKJtwMD2E,ผมฟังเพลงครั้งแรก มันดึงผมเข้าไปในนั้น    😢,2023-10-07T17:55:18Z,th
53,2023-10-07T23:10:49Z,@rungrawinjindarat627,WtcKJtwMD2E,@@koesniphit1229มพั🎉ใตตม,2024-06-12T20:55:19Z,et
54,2023-10-08T03:37:32Z,@พิมพ์อรลุงกุ,WtcKJtwMD2E,@@phoudkeomanee2464 ขอขขอ,2024-06-12T20:55:19Z,nl
55,2023-10-09T12:18:13Z,@อนุวัชน์พนอนุอุดมสุข,WtcKJtwMD2E,🛌,2023-10-09T12:18:13Z,Other
56,2023-10-11T02:18:04Z,@Doanika,WtcKJtwMD2E,I’m,2023-10-11T02:18:04Z,it
57,2023-10-11T02:19:28Z,@Doanika,WtcKJtwMD2E,@@phoudkeomanee2464play a little,2024-06-12T20:55:19Z,en
58,2023-10-12T01:25:19Z,@พิมพ์ณดาวัดประตูมอญ,WtcKJtwMD2E,โหลด Line Melody เรียบร้อยค่ะ ❤,2023-10-12T01:25:19Z,th
59,2023-10-12T03:40:27Z,@สุนีสาอุ่นรัก,WtcKJtwMD2E,ฟังเเล้วเป็นเพลงที่ได้คะเเนน100%.😁❤👌,2023-10-12T03:40:27Z,th
60,2023-10-12T05:21:04Z,@ชนนิกานต์จันทร,WtcKJtwMD2E,​@@phoudkeomanee2464😅,2024-06-12T20:55:19Z,en
61,2023-10-12T09:29:05Z,@gracesd2430,WtcKJtwMD2E,ฟังวันละ 20 รอบค้า ^^,2023-10-12T09:29:05Z,th
62,2023-10-13T08:34:05Z,@mmay206,WtcKJtwMD2E,อยากจะบอกว่า มันมีคนที่เกิดวันนี้ด้วยคับ แม่เลยตั้งชื่อ ฮัลเล่ย์,2023-10-13T08:34:05Z,th
63,2023-10-14T09:08:43Z,@อิฐิพล-ฟ9อ,WtcKJtwMD2E,เพราะมากก,2023-10-14T09:08:43Z,th
64,2023-10-19T08:27:21Z,@ปภาวรินท์แสนยินดี,WtcKJtwMD2E,ช😊,2023-10-19T08:27:21Z,th
65,2023-10-22T08:25:22Z,@sanfran5607,WtcKJtwMD2E,So cool 👍,2023-10-22T08:25:22Z,so
66,2023-10-22T10:45:47Z,@ชื่อเอมค่าา,WtcKJtwMD2E,​@@phoudkeomanee2464❤❤❤,2024-06-12T20:55:19Z,nl
67,2023-10-23T03:02:13Z,@พลรัตน์เทืองท้าว-ภ7ศ,WtcKJtwMD2E,😀,2023-10-23T03:02:13Z,Other
68,2023-10-24T02:12:21Z,@นงนภัสทองสุก,WtcKJtwMD2E,E,2023-10-24T02:12:21Z,es
69,2023-10-24T06:57:05Z,@พลรัตน์เทืองท้าว-ภ7ศ,WtcKJtwMD2E,😁,2023-10-24T06:57:05Z,Other
70,2023-10-25T07:13:28Z,@ilikedigitallogic5059,WtcKJtwMD2E,เพราะมากๆเลยค่ะ ฟังไม่รู้กี่รอบและโดยเฉพาะท่อนฮุ๊ก,2023-10-25T07:13:28Z,th
71,2023-10-29T06:21:51Z,@พลรัตน์เทืองท้าว-ภ7ศ,WtcKJtwMD2E,😍,2023-10-29T06:21:51Z,Other
72,2023-10-29T13:43:32Z,@panaratsangpasit8842,WtcKJtwMD2E,😂😂😂😂😂😂😂😂,2023-10-29T13:43:32Z,Other
73,2023-11-06T11:50:39Z,@romteerautarmat1628,WtcKJtwMD2E,😅😅😅,2023-11-06T11:50:39Z,Other
74,2023-11-06T13:10:21Z,@Nypd-rl1rc,WtcKJtwMD2E,เรามาผูกพันธสัญญากันไหมครับ,2023-11-06T13:10:21Z,th
75,2023-11-07T12:52:31Z,@JeSipp,WtcKJtwMD2E,😅,2023-11-07T12:52:31Z,Other
76,2023-11-07T21:35:52Z,@ดวงพรเกษตรเกษียณ,WtcKJtwMD2E,ได้ยินเพลงนี้ครั้งแรกเข้าถึงใจขอบคุณที่ทำเพลงดีๆให้ฟังค่ะ,2023-11-07T21:35:52Z,th
77,2023-11-08T16:01:56Z,@LYJ_LeeYongJeud,WtcKJtwMD2E,"From that day on, I saw the world differently.
 Beautiful things found in life
 There probably won't be any more value left.  Replaced by those eyes of yours
 The calendar from now on is for counting the days.
 Clocks are there to count the minutes.
 of my life from now on  That it's only for you

 Can I stay in the rest of your life?
 I want to open my eyes and see you until the last day.
 I want to be the person who gets to sleep and look at the stars next to you for another ten thousand days.
 And lean over and kiss you a million times
 Stay with me for a long time.

 There are still a thousand love songs waiting to be shared with you.
 There are still many trips that we still have to go on together.
 Not including another matter that is still important.  Our child who will someday be born
 With our covenant of love

 And there is a comet that is still orbiting in space.
 During a lifetime, there will only be one time when it is visible to the eye.
 Stars I've never seen before
 May that day come
 I have you waiting to watch it together with me.",2023-11-08T16:01:56Z,en
78,2023-11-08T16:03:31Z,@LYJ_LeeYongJeud,WtcKJtwMD2E,"A partir de ese día vi el mundo de otra manera.
  Cosas hermosas que se encuentran en la vida.
  Probablemente ya no quede ningún valor.  Reemplazado por esos ojos tuyos
  El calendario a partir de ahora es para contar los días.
  Los relojes están ahí para contar los minutos.
  de mi vida de ahora en adelante que es solo para ti

  ¿Puedo quedarme el resto de tu vida?
  Quiero abrir los ojos y verte hasta el último día.
  Quiero ser la persona que pueda dormir y mirar las estrellas a tu lado durante otros diez mil días.
  Y inclinarme y besarte un millón de veces
  Quédate conmigo por mucho tiempo.

  Todavía quedan mil canciones de amor esperando ser compartidas contigo.
  Aún quedan muchos viajes que debemos hacer juntos.
  Sin incluir otro asunto que sigue siendo importante.  Nuestro niño que algún día nacerá.
  Con nuestra alianza de amor

  Y hay un cometa que todavía está orbitando en el espacio.
  Durante la vida, sólo habrá un momento en el que sea visible al ojo.
  Estrellas que nunca había visto antes
  Que llegue ese día
  Te tengo esperando para verlo junto conmigo.",2023-11-08T16:03:31Z,es
79,2023-11-09T08:51:11Z,@อินทัช-ฌ3ญ,WtcKJtwMD2E,⁰😢​@@โอ๋แอนแอนโอ๋-บ6ณ😢🎉%,2024-06-12T20:55:19Z,th
80,2023-11-10T04:45:55Z,@Nung-ul9hu4vs6t,WtcKJtwMD2E,เปิดฟังทุกๆวัน,2023-11-10T04:45:55Z,th
81,2023-11-11T11:33:53Z,@เอพี-ป9ซ,WtcKJtwMD2E,​,2023-11-11T11:33:53Z,Other
82,2023-11-11T11:34:50Z,@เอพี-ป9ซ,WtcKJtwMD2E,​@orapankhaunkhay9398,2023-11-11T11:34:50Z,tl
83,2023-11-11T11:34:55Z,@เอพี-ป9ซ,WtcKJtwMD2E,😅😊​😊😅😅,2023-11-11T11:34:55Z,Other
84,2023-11-12T11:48:53Z,@praphontolungkaew3797,WtcKJtwMD2E,❤❤❤หห,2023-11-12T11:48:53Z,th
85,2023-11-20T06:24:12Z,@marilynlamo2842,WtcKJtwMD2E,gnda ng gnda kaya pala fav n freen ang kinanta n becky aw,2023-11-20T06:24:12Z,tl
86,2023-11-25T00:32:00Z,@jkpakse4799,WtcKJtwMD2E,"​@@adenxisp7620ແແ😮ແ“😊“,ູ😮“ອ“ອອ😊ອ““😊ຄືນມາ",2024-06-12T20:55:19Z,Other
87,2023-12-01T13:59:51Z,@Onpreeya_promsiri2510,WtcKJtwMD2E,​,2023-12-01T13:59:51Z,Other
88,2023-12-08T13:27:24Z,@BkdremGet,WtcKJtwMD2E,เพลงๆดีๆมากๆ❤🎉,2023-12-08T13:27:24Z,th
89,2023-12-11T09:52:48Z,@Iluvmajob_andasalways99,WtcKJtwMD2E,ผมขอ cover เพลงนี้ได้มั้ยครับบบ☄,2023-12-11T09:52:48Z,th
90,2023-12-20T11:17:06Z,@wansajanthong2543,WtcKJtwMD2E,😊😊😊😊😊😊😊😊😊😊😊😊😊,2023-12-20T11:17:06Z,Other
91,2023-12-20T13:15:14Z,@tonkla...,WtcKJtwMD2E,😊บช,2023-12-20T13:15:14Z,th
92,2023-12-21T23:33:33Z,@nitanongthammajak4177,WtcKJtwMD2E,@@phoudkeomanee2464❤❤❤❤❤ๅ,2024-06-12T20:55:19Z,nl
93,2023-12-21T23:33:39Z,@nitanongthammajak4177,WtcKJtwMD2E,❤ๅ,2023-12-21T23:33:39Z,Other
94,2023-12-27T23:53:39Z,@อนุวัตรพสุนนท์,WtcKJtwMD2E,ฃฃฃฃ,2023-12-27T23:53:39Z,Other
95,2023-12-30T10:48:23Z,@นายจิ๊บสตอรี่,WtcKJtwMD2E,"ทั้งทำนองทั้งความหมายของเพลง กินใจมากเลยครับ ผู้ชายที่เเข็งกระด้างอย่างผมยังซึ่งไปกับเพลงได้อย่างง่ายๆเลย ผมขอยกเป็นบทเพลงโรเเมนติกในใจผมตลอดกาลครับ 
บทกวีเเห่งปี 😊",2023-12-30T10:48:23Z,th
96,2024-01-04T03:28:47Z,@สมคิดแจ่มใส-ศ3ว,WtcKJtwMD2E,🎉🎉🎉🎉❤❤❤,2024-01-04T03:28:47Z,Other
97,2024-01-09T12:52:26Z,@อนุรักษ์รัตนพันธุ์-ฌ9ฒ,WtcKJtwMD2E,​@@phoudkeomanee2464งข😅,2024-06-12T20:55:19Z,nl
98,2024-01-10T10:16:23Z,@somdtekongkee9553,WtcKJtwMD2E,40,2024-01-10T10:16:23Z,Other
99,2024-01-11T15:09:52Z,@レオ-j4z7b,WtcKJtwMD2E,+1,2024-01-11T15:09:52Z,Other
100,2024-01-11T18:06:27Z,@JaydaizazasgoJayzoniczazasgo,WtcKJtwMD2E,่,2024-01-11T18:06:27Z,th
101,2024-01-11T23:29:02Z,@レオ-j4z7b,WtcKJtwMD2E,+1,2024-01-11T23:29:02Z,Other
102,2024-01-14T04:55:16Z,@maimonine2792,WtcKJtwMD2E,ติดตาม Fellow Fellow ตั้งแต่เพลงส่วนบุคคลค่า เกือบ 10 ปีแล้ว  ขอบคุณสำหรับเพลงดีมีคุณภาพ ฟังเเล้วมีความสุข ขอบคุณมากคร้า❤,2024-01-14T04:55:16Z,th
103,2024-01-16T09:14:08Z,@レオ-j4z7b,WtcKJtwMD2E,👍,2024-01-16T09:14:08Z,Other
104,2024-01-27T11:59:18Z,@user-qg6rk3oo2x,WtcKJtwMD2E,เพลงนี้ฟังถึงท่อนหลักทีไรคือน้ำตาจะไหลฟังดูอวยมากเว้อ5555 คือ- เมโลดี้ท่อนนั้นมันสวยงามมากเลยอะ ร้อง ท่อนอื่นจำไม่ได้เลย55555555 ไม่ใช่ว่าน้ำตาไหลเพราะเนื้อหาเพลงนะ ชอบเมโลดี้เพลงอะ😭😭😭😭,2024-01-27T12:00:23Z,th
105,2024-01-28T04:34:00Z,@Frutopp,WtcKJtwMD2E,เพราะมาก,2024-01-28T04:34:00Z,th
106,2024-02-14T11:49:20Z,@Sm3SaranyaphongNaNongkhai,WtcKJtwMD2E,😢😢ฟังแล้วเพราะมากกน้ำตาซึมเลยครับถ่ายทอดได้ดีมากดนตรีดีมากร้องดีมากชอบมากครับชื่นชมคนแต่งๆด้วยนะครับ👏🏻👏🏻👏🏻❤️🥹,2024-02-14T11:49:20Z,th
107,2024-03-13T20:20:48Z,@happy2case368,WtcKJtwMD2E,ต้องเป็นคนโรแมนติกขนาดไหนถึงแต่งเพลงแบบนี้ได้คะ 🙂✨,2024-03-13T20:20:48Z,th
108,2024-04-07T07:15:48Z,@nxasamsib4845,WtcKJtwMD2E,☄️☄️,2024-04-07T07:15:48Z,Other
109,2024-04-09T02:36:30Z,@ดาวมฤตยู-ฮ7ป,WtcKJtwMD2E,"สสสยนาม     
😢​@@adenxisp7620",2024-04-09T02:36:30Z,th
110,2024-04-10T13:28:44Z,@napapornraweerot4983,WtcKJtwMD2E,😮😮😮🎉😢🎉🎉🎉🎉🎉/?😮,2024-04-10T13:28:44Z,Other
111,2024-04-24T09:33:26Z,@ออม-ฬ9ม,WtcKJtwMD2E,❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,2024-04-24T09:33:26Z,Other
112,2024-04-25T15:37:15Z,@LoAngela-ix4pp,WtcKJtwMD2E,Love at first listening❤,2024-04-25T15:37:15Z,en
113,2024-04-25T16:20:59Z,@daysunshine6775,WtcKJtwMD2E,ฟังครั้งแรกน้ำตาไหลเลยค่ะ ต่อสู้กับมะเร็งมา3ครั้ง ในเวลา12ปี เจ็บเหนื่อยท้อ แต่สู้มาตลอด อยากอยู่กับลูกสาวและสามีนานๆเพราะพวกเราสู้มาด้วยกันเป็นกำลังแรงใจของกันและกัน วันอาทิตย์จะไปฟังผล จะเป็นมะเร็งรอบ4ไหม ฟังเพลงนี้ทำให้เราฮึดสู้กับชีวิตที่อาจจะไม่โชคดีเรื่องสุขภาพแต่เรื่องความรักและครอบครัวเราเหมือนถูกลอตเตอรี่ทุกวัน เพลงเพราะมากค่ะ ขอบคุณมากนะคะ❤❤❤,2024-04-25T16:23:04Z,th
114,2024-04-28T20:29:52Z,@khanathipprasopnetr,WtcKJtwMD2E,.,2024-04-28T20:29:52Z,Other
115,2024-04-30T04:18:22Z,@suttipatyimcharoennukul3358,WtcKJtwMD2E,oh my God,2024-04-30T04:18:22Z,cy
116,2024-05-11T03:14:11Z,@piyaphatkulsuwan5097,WtcKJtwMD2E,😢ขอโทษนะ,2024-05-11T03:14:11Z,th
117,2024-05-21T11:32:04Z,@ศิวาภรณ์คงเดช-ฆ7ถ,WtcKJtwMD2E,❤,2024-05-21T11:32:04Z,Other
118,2024-05-23T12:24:54Z,@phonchainarophat5667,WtcKJtwMD2E,ไม่​@@nongkaem4537,2024-05-23T12:24:54Z,tl
119,2024-06-15T01:07:52Z,@เผด็จ-ฎ4ฝ,WtcKJtwMD2E,วันแรกที่เพลงนี้ออกผมได้มอบให้ผู้หญิงที่ผมรักคนนึงฟัง..และเขาชอบมาก..แปลกที่เขาเป็นผู้หญิงไม่ได้ตรงกับไทป์ผมเลย..ผมไม่ชอบผู้หญิงอายุมากกว่า..ไม่ชอบผู้หญิงมีรอยสัก..ไม่ชอบผู้หญิงศัลยกรรม..เธอมีครบ..แต่เธอก็เป็นผู้หญิงคนเดียวที่ผมตั้งใจรักมากที่สุด..มันแปลกดี..วันนี้15มิถุนายน2567..ครบสามเดือนเต็มที่เธอหายไปจากชีวิตผมโดยที่ผมไม่รู้ว่าผมผิดอะไรด้วยซ้ำ..แต่ก็จะพยายามเข้าใจเธอถึงแม้ตลอดเวลาที่ผ่านมาผมจะคิดถึงเค้าอยู่ทุกวัน..และวันนึงเมื่อผมพร้อม..ผมจะกลับไปตามหาเค้าและบอกเค้าว่าผมคิดถึงเค้าขนาดไหน..เราคิดถึงเธอนะกวาง,2024-06-15T01:07:52Z,th
120,2024-06-18T05:21:10Z,@benjapornwongchai4995,WtcKJtwMD2E,"Kioo9opp0pp
Mm😅😅mmm",2024-06-18T05:21:10Z,no
121,2024-06-22T12:38:05Z,@pickingtapping34661,WtcKJtwMD2E,ณัฐชยา เลิศวาทิน ศานติ์สันติวิธีในการทำงาน,2024-06-22T12:38:05Z,th
122,2024-07-10T05:06:31Z,@rahelregina9496,WtcKJtwMD2E,🎉🎉🎉🎉,2024-07-10T05:06:31Z,Other
123,2024-10-11T06:47:25Z,@ppppea6619,WtcKJtwMD2E,ตามมาจากคลิปน้องเน้กวงbus ร้อง 🥹,2024-10-11T06:47:25Z,th
124,2024-10-11T03:20:16Z,@นิภาพรธรรมสาลี,WtcKJtwMD2E,เสียดายจังน่ะโคจรมายังโลกอีก75ปีเราจะรู้ไหมน่ะว่ามันจะมาอีกทีตอนที่เราลืมไปแล้วรึปล่าว,2024-10-11T03:20:16Z,th
125,2024-10-11T11:51:00Z,@sunrisetnk1831,WtcKJtwMD2E,ดาวหางฮัลเลย์โคจรมาใกล้ดางอาทิตย์ล่าสุดตามข้อมูล8มีนาคม2529และจะมาอีกครั้ง28กรกฏาคม2061อีก37ปี😂จะรอดูเหมือนกันครับ😂,2024-10-11T11:59:56Z,th
126,2024-10-11T01:20:45Z,@tokung5096,WtcKJtwMD2E,จากนักดนตรีสู่ผู้ประสบภัย😅,2024-10-11T01:20:45Z,th
127,2024-10-10T13:42:25Z,@kru5530,WtcKJtwMD2E,มีผู้หญิงคนหนึ่งร้องเพลงนี้ แล้วทำให้เธอดูสวยมากๆ 🎉🎉🎉,2024-10-10T13:42:25Z,th
128,2024-10-10T13:39:24Z,@kru5530,WtcKJtwMD2E,🎉🎉🎉🎉🎉,2024-10-10T13:39:24Z,Other
129,2024-10-10T13:20:52Z,@shanstar5460,WtcKJtwMD2E,คิดถึงน้อง กินยา มากนะรู้ไหม😭,2024-10-10T13:20:52Z,th
130,2024-10-10T05:03:55Z,@Saneee-go4gw,WtcKJtwMD2E,ยิ้มเลยฟังเพลงนี้เเล้วมีความสุข😊,2024-10-10T05:04:02Z,th
131,2024-10-09T16:17:04Z,@windream27,WtcKJtwMD2E,I love this song 💖 just come here to check for the meaning 🤭 and the MV is so chilled to watch as well 💞 is there any recommendations for Thai songs? 🤓,2024-10-09T16:20:13Z,en
132,2024-10-11T13:56:08Z,@jittanunwannachot6852,WtcKJtwMD2E,I also like this song at the first time I was listened ❤❤❤,2024-10-11T13:56:08Z,en
133,2024-10-09T11:21:02Z,@許金全-m6e,WtcKJtwMD2E,😂,2024-10-09T11:21:02Z,Other
134,2024-10-09T11:19:46Z,@許金全-m6e,WtcKJtwMD2E,😂🎉😢😅,2024-10-09T11:19:46Z,Other
135,2024-10-09T11:19:39Z,@許金全-m6e,WtcKJtwMD2E,😂🎉😢😅,2024-10-09T11:19:39Z,Other
136,2024-10-09T01:52:55Z,@ChanikanMuayly-gr1wh,WtcKJtwMD2E,ชอบฟังมากเพลงคือดี,2024-10-09T01:52:55Z,th
137,2024-10-08T16:54:25Z,@MindPhongpanod,WtcKJtwMD2E,ฟังเพลงนี้แล้วอยากมีแฟนเลย😂❤,2024-10-08T16:54:25Z,th
138,2024-10-08T15:06:40Z,@MoPo-q7x,WtcKJtwMD2E,รักน้องแก้วนะ,2024-10-08T15:06:40Z,th
139,2024-10-08T12:18:25Z,@siraponsuwannaklom,WtcKJtwMD2E,ความรักนักบินอวกาศ,2024-10-08T12:18:25Z,th
140,2024-10-07T17:39:02Z,@จักรกริชบุญภักดี,WtcKJtwMD2E,ขออยู่ในชีวิตที่เหลือของเธอ,2024-10-07T17:39:02Z,th
141,2024-10-06T14:20:05Z,@azura4k,WtcKJtwMD2E,ปี1ผ่านไปโคตรไวเลย,2024-10-06T14:20:05Z,th
142,2024-10-06T14:27:31Z,@Paeng-Pitcha,WtcKJtwMD2E,ยังฟังอยู่เลย,2024-10-06T14:27:31Z,th
